17
15
2
4
8
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
14	7	5	8	4	8	8	4	5	4	8	8	4	8	5	7	14
14	5	9	5	9	4	7	7	9	7	7	4	9	5	9	5	14
14	9	8	7	8	8	7	8	8	8	7	8	8	7	8	9	14
14	8	8	7	8	8	6	8	8	8	6	8	8	7	8	8	14
14	8	8	7	8	8	7	8	8	8	7	8	8	7	8	8	14
14	8	4	7	8	8	7	8	8	8	7	8	8	7	4	8	14
14	6	4	7	9	9	6	8	8	8	6	9	9	7	4	6	14
14	8	4	7	8	8	7	8	8	8	7	8	8	7	4	8	14
14	8	8	7	8	8	7	8	8	8	7	8	8	7	8	8	14
14	8	8	7	8	8	6	8	8	8	6	8	8	7	8	8	14
14	9	8	7	8	8	7	8	8	8	7	8	8	7	8	9	14
14	5	9	5	9	4	7	7	9	7	7	4	9	5	9	5	14
14	7	5	8	4	8	8	4	5	4	8	8	4	8	5	7	14
14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14
